Filial,Documento,Nome_Cliente,Nome_Vendedor,Produtos,Quantidade,Preco_Unitario,Total,Estado_Cliente,Data_Compra,Data_Devolucao,Status
Parana,8070,Grupo Borda de Inovação Ltda,Maria,Game Boy,15,79,1185, Santa Catarina (SC) ,2024-01-26,2024-02-04,Com Devolução
São Paulo,7863,Soluções Núcleo Quântico Ltda,Taize,PlayStation 1,35,199,6965, Espírito Santo (ES) ,2021-03-06,,Sem Devolução
Parana,2495,Inovação QuantumLeap Ltda,Taize,Game Boy,16,79,1264, Sergipe (SE) ,2023-01-11,,Sem Devolução
São Paulo,8939,Laboratórios InovateX Ltda,Taize,Game Boy,19,79,1501, Espírito Santo (ES) ,2024-05-29,,Sem Devolução
Parana,4618,Empresas Esfera de Sinergia Ltda,Maria,Nintendo Wii,36,1699,61164, Goiás (GO) ,2022-05-23,2022-06-07,Com Devolução
Parana,7220,Empreendimentos NexusTech Ltda,Maria,Nintendo DS,7,389,2723, Mato Grosso (MT) ,2022-05-20,,Sem Devolução
São Paulo,3763,Grupo Borda de Inovação Ltda,Taize,Game Boy,11,79,869, Distrito Federal (DF) ,2022-02-05,,Sem Devolução
São Paulo,1340,Inovação Esfera Quântica Ltda,Henrique,Game Boy,30,79,2370, Mato Grosso do Sul (MS) ,2023-05-14,2023-05-23,Com Devolução
Parana,8134,Tecnologias Ondas Futuras Ltda,Taize,Nintendo Wii,6,1699,10194, Maranhão (MA) ,2023-06-22,2023-07-13,Com Devolução
Parana,5987,Tecnologias Ondas Futuras Ltda,Henrique,PlayStation 1,38,199,7562, São Paulo (SP) ,2021-12-01,,Sem Devolução
Rio de Janeiro,8880,Corporação NexusGen,João,PlayStation 2,34,499,16966, Maranhão (MA) ,2020-11-28,,Sem Devolução
Rio de Janeiro,4641,Corporação TechNex,João,XBOX 360,13,1299,16887, Bahia (BA) ,2022-11-05,2022-11-15,Com Devolução
Parana,9881,Soluções NovaTech S.A,João,Nintendo Wii,18,1699,30582, Roraima (RR) ,2022-06-06,,Sem Devolução
Parana,2570,VisionáriaTech S.A,João,PlayStation 1,39,199,7761, Pará (PA) ,2021-07-14,,Sem Devolução
Parana,1201,Grupo Borda de Inovação Ltda,Maria,Nintendo Wii,20,1699,33980, Rio Grande do Norte (RN) ,2023-12-29,2024-01-06,Com Devolução
Parana,4237,Empresa Visionária de Inovações S.A,Maria,PlayStation 2,11,499,5489, Minas Gerais (MG) ,2024-05-25,,Sem Devolução
Parana,1228,Empreendimentos NovaGenius Ltda,Henrique,Nintendo DS,23,389,8947, Pará (PA) ,2022-03-15,,Sem Devolução
São Paulo,7497,Grupo Borda de Inovação Ltda,Vanessa,Game Boy,24,79,1896, Santa Catarina (SC) ,2020-12-28,2021-01-22,Com Devolução
São Paulo,1462,Corporação TechNex,Paulo,XBOX ONE S,11,1499,16489, Pará (PA) ,2020-11-16,2020-12-12,Com Devolução
Rio de Janeiro,9195,Soluções Núcleo Quântico Ltda,João,PlayStation 1,4,199,796, Alagoas (AL) ,2024-10-17,,Sem Devolução
Parana,7884,Empresas Esfera de Sinergia Ltda,Vanessa,Nintendo DS,18,389,7002, Mato Grosso (MT) ,2023-06-29,2023-07-22,Com Devolução
Parana,5537,Grupo Dinâmica Horizon Ltda,Henrique,XBOX 360,13,1299,16887, Paraíba (PB) ,2024-02-27,,Sem Devolução
São Paulo,1469,Empresa Visionária de Inovações S.A,João,Game Boy,11,79,869, Bahia (BA) ,2023-01-17,,Sem Devolução
Rio de Janeiro,6890,Inovação QuantumLeap Ltda,Vanessa,Nintendo DS,35,389,13615, Tocantins (TO) ,2024-04-30,,Sem Devolução
São Paulo,2988,Empresa Visionária de Inovações S.A,Taize,Game Boy,2,79,158, Distrito Federal (DF) ,2024-12-15,2024-12-17,Com Devolução
Rio de Janeiro,3502,Inovação QuantumLeap Ltda,Paulo,PlayStation 1,13,199,2587, Espírito Santo (ES) ,2022-08-16,,Sem Devolução
Rio de Janeiro,8422,InovarHub S.A,Vanessa,Game Boy,13,79,1027, Amazonas (AM) ,2022-12-02,2022-12-20,Com Devolução
Parana,3215,Laboratórios InovateX Ltda,Henrique,PlayStation 1,23,199,4577, Sergipe (SE) ,2021-07-31,,Sem Devolução
Parana,9394,Empresas Esfera de Sinergia Ltda,Henrique,PlayStation 2,2,499,998, Bahia (BA) ,2021-06-12,2021-07-11,Com Devolução
Parana,5916,Empresa Visionária de Inovações S.A,Henrique,PlayStation 4,25,1399,34975, Bahia (BA) ,2022-05-30,2022-06-05,Com Devolução
Parana,5921,Soluções NovaTech S.A,Henrique,Game Boy,18,79,1422, Acre (AC) ,2020-09-16,2020-10-03,Com Devolução
Rio de Janeiro,5864,Grupo Borda de Inovação Ltda,Maria,PlayStation 2,4,499,1996, Espírito Santo (ES) ,2021-08-07,,Sem Devolução
São Paulo,5019,Empresas Esfera de Sinergia Ltda,Paulo,XBOX ONE S,21,1499,31479, São Paulo (SP) ,2023-03-19,,Sem Devolução
São Paulo,3146,Tecnologias Impulso Quântico Ltda,Paulo,PlayStation 4,15,1399,20985, Mato Grosso (MT) ,2020-09-10,,Sem Devolução
São Paulo,5710,Soluções Núcleo Quântico Ltda,Vanessa,PlayStation 1,16,199,3184, Bahia (BA) ,2020-05-11,,Sem Devolução
São Paulo,8771,Empreendimentos NovaGenius Ltda,Paulo,Nintendo Wii,35,1699,59465, Tocantins (TO) ,2024-08-31,2024-09-09,Com Devolução
Rio de Janeiro,8545,Empresa Visionária de Inovações S.A,João,PlayStation 1,17,199,3383, Mato Grosso do Sul (MS) ,2022-06-08,,Sem Devolução
Parana,2051,Inovação Esfera Quântica Ltda,Vanessa,XBOX 360,3,1299,3897, Paraíba (PB) ,2020-10-11,,Sem Devolução
Parana,5140,Inovação Esfera Quântica Ltda,Vanessa,XBOX ONE S,29,1499,43471, Rio Grande do Norte (RN) ,2023-11-05,2023-11-30,Com Devolução
Parana,2316,Soluções NovaTech S.A,João,XBOX ONE S,40,1499,59960, Maranhão (MA) ,2024-01-14,,Sem Devolução
Rio de Janeiro,9923,Grupo Borda de Inovação Ltda,Henrique,PlayStation 1,12,199,2388, Sergipe (SE) ,2022-05-23,,Sem Devolução
Rio de Janeiro,5150,Soluções Núcleo Quântico Ltda,Paulo,PlayStation 1,38,199,7562, Roraima (RR) ,2022-06-04,,Sem Devolução
São Paulo,4307,InovarHub S.A,Henrique,Nintendo DS,27,389,10503, Rio de Janeiro (RJ) ,2022-08-01,2022-08-06,Com Devolução
São Paulo,6033,InovarHub S.A,Henrique,XBOX ONE S,20,1499,29980, Alagoas (AL) ,2021-08-21,,Sem Devolução
São Paulo,5295,Empresa Visionária de Inovações S.A,Paulo,PlayStation 1,24,199,4776, Pará (PA) ,2020-03-02,,Sem Devolução
Parana,4856,Soluções Núcleo Quântico Ltda,Maria,Nintendo Wii,18,1699,30582, Roraima (RR) ,2020-10-17,2020-10-24,Com Devolução
Parana,2509,Empreendimentos NexusTech Ltda,João,XBOX ONE S,33,1499,49467, Mato Grosso (MT) ,2020-03-05,2020-03-25,Com Devolução
Parana,6902,Empreendimentos NexusTech Ltda,Vanessa,Nintendo DS,3,389,1167, Mato Grosso do Sul (MS) ,2021-09-10,2021-09-14,Com Devolução
Parana,2024,Empreendimentos NexusTech Ltda,Taize,Nintendo Wii,11,1699,18689, Mato Grosso (MT) ,2023-11-11,2023-11-30,Com Devolução
Rio de Janeiro,5693,Corporação TechVantage,Maria,Nintendo DS,19,389,7391, Paraná (PR) ,2021-04-16,2021-05-15,Com Devolução
Parana,9165,Tecnologias Ondas Futuras Ltda,Taize,XBOX ONE S,37,1499,55463, Espírito Santo (ES) ,2024-02-04,,Sem Devolução
Parana,9376,Soluções Núcleo Quântico Ltda,Henrique,XBOX ONE S,24,1499,35976, Minas Gerais (MG) ,2023-06-01,2023-06-23,Com Devolução
Parana,2125,Tecnologias Impulso Quântico Ltda,Maria,Nintendo Wii,33,1699,56067, Pará (PA) ,2023-02-21,2023-03-18,Com Devolução
São Paulo,5224,Inovação Esfera Quântica Ltda,Vanessa,Game Boy,24,79,1896, Rondônia (RO) ,2020-05-12,,Sem Devolução
São Paulo,1943,Soluções NovaTech S.A,Vanessa,XBOX 360,33,1299,42867, Sergipe (SE) ,2024-12-20,2025-01-12,Com Devolução
Parana,1994,Grupo Dinâmica Horizon Ltda,Vanessa,XBOX 360,39,1299,50661, Roraima (RR) ,2023-12-09,,Sem Devolução
Parana,8788,Laboratórios InovateX Ltda,Maria,Nintendo Wii,18,1699,30582, Ceará (CE) ,2023-09-15,2023-09-30,Com Devolução
Rio de Janeiro,4404,Empreendimentos NovaGenius Ltda,Taize,XBOX ONE S,36,1499,53964, Alagoas (AL) ,2023-05-20,,Sem Devolução
Rio de Janeiro,9375,Corporação TechVantage,João,XBOX ONE S,20,1499,29980, São Paulo (SP) ,2020-12-27,,Sem Devolução
Rio de Janeiro,2398,Corporação TechNex,João,XBOX 360,37,1299,48063, Acre (AC) ,2024-05-21,,Sem Devolução
Parana,2817,InovarHub S.A,João,PlayStation 4,10,1399,13990, Minas Gerais (MG) ,2021-12-27,2022-01-12,Com Devolução
Rio de Janeiro,7770,Corporação TechVantage,Taize,XBOX 360,23,1299,29877, Distrito Federal (DF) ,2024-05-30,2024-06-02,Com Devolução
Parana,9482,Tecnologias Impulso Quântico Ltda,Taize,PlayStation 1,26,199,5174, Piauí (PI) ,2021-08-13,2021-08-24,Com Devolução
Rio de Janeiro,4142,Tecnologias Ondas Futuras Ltda,Taize,Nintendo Wii,7,1699,11893, Goiás (GO) ,2020-01-21,,Sem Devolução
Parana,4519,Corporação TechVantage,João,XBOX ONE S,4,1499,5996, São Paulo (SP) ,2022-06-17,,Sem Devolução
Parana,2355,Corporação TechNex,João,PlayStation 2,33,499,16467, Minas Gerais (MG) ,2021-03-08,2021-03-24,Com Devolução
Parana,1545,Laboratórios InovateX Ltda,João,Game Boy,22,79,1738, Bahia (BA) ,2021-05-02,2021-05-06,Com Devolução
São Paulo,1024,Corporação TechVantage,Paulo,PlayStation 2,2,499,998, Tocantins (TO) ,2023-05-19,,Sem Devolução
São Paulo,8626,VisionáriaTech S.A,Vanessa,Nintendo Wii,37,1699,62863, Goiás (GO) ,2021-02-01,,Sem Devolução
Parana,5257,Indústrias ApexTech Ltda,Paulo,Game Boy,34,79,2686, Paraíba (PB) ,2021-11-17,,Sem Devolução
Parana,6509,Empreendimentos NexusTech Ltda,Taize,PlayStation 2,32,499,15968, Rondônia (RO) ,2021-11-19,2021-12-12,Com Devolução
Rio de Janeiro,2823,Soluções Núcleo Quântico Ltda,Maria,Nintendo DS,29,389,11281, Santa Catarina (SC) ,2024-12-16,,Sem Devolução
Parana,6811,Grupo Dinâmica Horizon Ltda,Vanessa,XBOX ONE S,26,1499,38974, Amapá (AP) ,2024-07-18,,Sem Devolução
Rio de Janeiro,1862,Tecnologias Impulso Quântico Ltda,Vanessa,XBOX ONE S,20,1499,29980, Mato Grosso do Sul (MS) ,2020-10-15,,Sem Devolução
Rio de Janeiro,2523,Grupo Dinâmica Horizon Ltda,Taize,PlayStation 2,28,499,13972, Bahia (BA) ,2021-10-06,,Sem Devolução
São Paulo,4659,Empresas Esfera de Sinergia Ltda,Paulo,XBOX ONE S,25,1499,37475, Acre (AC) ,2020-04-27,,Sem Devolução
São Paulo,4736,Empreendimentos NexusTech Ltda,Paulo,Nintendo DS,39,389,15171, Rio Grande do Sul (RS) ,2024-07-01,,Sem Devolução
São Paulo,2944,Corporação NexusGen,Henrique,PlayStation 2,36,499,17964, Goiás (GO) ,2023-02-28,2023-03-18,Com Devolução
Parana,7657,Empreendimentos NexusTech Ltda,Vanessa,Nintendo DS,27,389,10503, Santa Catarina (SC) ,2023-12-06,,Sem Devolução
São Paulo,4380,Empresa Visionária de Inovações S.A,Maria,PlayStation 4,20,1399,27980, Tocantins (TO) ,2024-12-20,,Sem Devolução
Rio de Janeiro,1264,Laboratórios InovateX Ltda,Paulo,PlayStation 4,6,1399,8394, Paraná (PR) ,2020-11-16,,Sem Devolução
Rio de Janeiro,2836,Laboratórios InovateX Ltda,João,Nintendo Wii,23,1699,39077, Mato Grosso (MT) ,2020-11-01,2020-11-26,Com Devolução
Rio de Janeiro,9351,Empresas Esfera de Sinergia Ltda,Maria,XBOX 360,27,1299,35073, Maranhão (MA) ,2023-03-28,,Sem Devolução
São Paulo,2834,Corporação NexusGen,Paulo,Game Boy,24,79,1896, Distrito Federal (DF) ,2021-04-30,2021-05-03,Com Devolução
Rio de Janeiro,3597,Empreendimentos NexusTech Ltda,Paulo,PlayStation 2,18,499,8982, Rio Grande do Norte (RN) ,2024-11-15,,Sem Devolução
Parana,5598,Indústrias ApexTech Ltda,Maria,Nintendo DS,18,389,7002, Rondônia (RO) ,2021-09-14,,Sem Devolução
Rio de Janeiro,9805,Corporação NexusGen,Vanessa,PlayStation 4,1,1399,1399, Acre (AC) ,2022-03-29,2022-04-01,Com Devolução
Rio de Janeiro,5214,Inovação QuantumLeap Ltda,Henrique,PlayStation 1,15,199,2985, Espírito Santo (ES) ,2024-06-23,,Sem Devolução
Parana,8241,InovarHub S.A,Maria,Nintendo DS,9,389,3501, Ceará (CE) ,2021-12-14,2022-01-05,Com Devolução
Rio de Janeiro,7574,Grupo Borda de Inovação Ltda,Paulo,PlayStation 2,35,499,17465, Paraíba (PB) ,2024-06-05,,Sem Devolução
São Paulo,3568,Inovação QuantumLeap Ltda,Vanessa,Game Boy,3,79,237, Minas Gerais (MG) ,2020-05-06,,Sem Devolução
Parana,4676,Grupo Borda de Inovação Ltda,João,XBOX ONE S,32,1499,47968, Maranhão (MA) ,2024-10-15,2024-10-17,Com Devolução
Parana,9558,Corporação TechNex,João,PlayStation 4,26,1399,36374, Paraíba (PB) ,2024-12-13,2024-12-20,Com Devolução
Rio de Janeiro,3924,Empresa Visionária de Inovações S.A,Maria,PlayStation 1,35,199,6965, Rio Grande do Sul (RS) ,2024-09-23,2024-09-23,Com Devolução
Rio de Janeiro,8597,Indústrias ApexTech Ltda,Henrique,PlayStation 4,10,1399,13990, Bahia (BA) ,2023-08-03,,Sem Devolução
Rio de Janeiro,1867,Empresas Esfera de Sinergia Ltda,Taize,PlayStation 1,5,199,995, Pará (PA) ,2024-12-28,,Sem Devolução
Rio de Janeiro,8525,Empreendimentos NovaGenius Ltda,Paulo,PlayStation 4,29,1399,40571, Rondônia (RO) ,2020-01-12,,Sem Devolução
Rio de Janeiro,1857,Indústrias ApexTech Ltda,Taize,Game Boy,36,79,2844, Acre (AC) ,2021-06-11,,Sem Devolução
São Paulo,5883,Empresas Esfera de Sinergia Ltda,Maria,PlayStation 1,2,199,398, Pernambuco (PE) ,2022-03-20,,Sem Devolução
Rio de Janeiro,2717,Grupo Borda de Inovação Ltda,Vanessa,XBOX 360,16,1299,20784, Rio Grande do Norte (RN) ,2020-05-24,2020-06-18,Com Devolução
Parana,3730,Sistemas Sinérgicos Ltda,Vanessa,XBOX ONE S,31,1499,46469, Rio de Janeiro (RJ) ,2023-11-16,,Sem Devolução
Rio de Janeiro,4190,Tecnologias Ondas Futuras Ltda,Henrique,PlayStation 4,13,1399,18187, Roraima (RR) ,2021-09-10,,Sem Devolução
Parana,7707,Laboratórios InovateX Ltda,Maria,PlayStation 2,32,499,15968, Alagoas (AL) ,2022-02-13,2022-03-06,Com Devolução
São Paulo,2913,Grupo Dinâmica Horizon Ltda,João,PlayStation 4,26,1399,36374, Alagoas (AL) ,2022-05-05,,Sem Devolução
Parana,1116,VisionáriaTech S.A,Henrique,Nintendo Wii,8,1699,13592, Sergipe (SE) ,2024-09-19,2024-10-16,Com Devolução
Rio de Janeiro,7990,VisionáriaTech S.A,Taize,Game Boy,19,79,1501, Pernambuco (PE) ,2023-12-28,,Sem Devolução
Rio de Janeiro,6076,Tecnologias Ondas Futuras Ltda,Maria,Nintendo DS,20,389,7780, Pará (PA) ,2023-10-16,2023-11-14,Com Devolução
São Paulo,7346,Empresa Visionária de Inovações S.A,Maria,Game Boy,23,79,1817, Tocantins (TO) ,2021-11-03,,Sem Devolução
Parana,6104,Inovação QuantumLeap Ltda,João,Nintendo Wii,13,1699,22087, Maranhão (MA) ,2023-04-05,,Sem Devolução
São Paulo,8530,Empresa Visionária de Inovações S.A,Maria,XBOX 360,19,1299,24681, Acre (AC) ,2023-12-30,2024-01-13,Com Devolução
Rio de Janeiro,7719,Sistemas Sinérgicos Ltda,Taize,XBOX ONE S,21,1499,31479, Rio Grande do Sul (RS) ,2023-01-10,,Sem Devolução
São Paulo,3660,Soluções Núcleo Quântico Ltda,Maria,PlayStation 1,16,199,3184, Paraná (PR) ,2021-07-12,,Sem Devolução
São Paulo,6361,Empreendimentos NovaGenius Ltda,Maria,Game Boy,12,79,948, São Paulo (SP) ,2021-03-09,,Sem Devolução
Rio de Janeiro,9510,Soluções Núcleo Quântico Ltda,Taize,PlayStation 2,24,499,11976, Santa Catarina (SC) ,2021-10-08,,Sem Devolução
São Paulo,6447,Grupo Dinâmica Horizon Ltda,Paulo,Nintendo Wii,9,1699,15291, Paraíba (PB) ,2023-03-13,2023-04-10,Com Devolução
São Paulo,8069,Grupo Borda de Inovação Ltda,Taize,PlayStation 1,7,199,1393, Ceará (CE) ,2020-10-31,,Sem Devolução
Rio de Janeiro,6832,InovarHub S.A,Vanessa,Game Boy,19,79,1501, Minas Gerais (MG) ,2022-09-24,,Sem Devolução
São Paulo,6944,Empreendimentos NovaGenius Ltda,Taize,Game Boy,5,79,395, Paraná (PR) ,2020-02-09,,Sem Devolução
Parana,1236,Soluções NovaTech S.A,Maria,PlayStation 1,36,199,7164, São Paulo (SP) ,2020-09-28,,Sem Devolução
São Paulo,3005,Empreendimentos NovaGenius Ltda,Henrique,PlayStation 1,9,199,1791, Rio Grande do Sul (RS) ,2023-12-19,2024-01-11,Com Devolução
Parana,2808,Inovação Esfera Quântica Ltda,João,PlayStation 4,20,1399,27980, Bahia (BA) ,2022-08-27,,Sem Devolução
Parana,9838,Inovação QuantumLeap Ltda,João,XBOX 360,32,1299,41568, Paraná (PR) ,2023-08-12,,Sem Devolução
São Paulo,9224,Soluções Núcleo Quântico Ltda,Paulo,PlayStation 4,11,1399,15389, Distrito Federal (DF) ,2020-01-15,,Sem Devolução
Rio de Janeiro,2559,Soluções Núcleo Quântico Ltda,Maria,PlayStation 4,8,1399,11192, Goiás (GO) ,2024-09-06,,Sem Devolução
Rio de Janeiro,4548,Inovação Esfera Quântica Ltda,Vanessa,Game Boy,27,79,2133, Sergipe (SE) ,2023-05-23,2023-06-14,Com Devolução
Parana,7235,Inovação Esfera Quântica Ltda,Paulo,XBOX 360,4,1299,5196, Acre (AC) ,2020-10-18,,Sem Devolução
São Paulo,7477,Empreendimentos NexusTech Ltda,Maria,XBOX ONE S,27,1499,40473, Roraima (RR) ,2022-10-03,,Sem Devolução
Parana,8895,Inovação Esfera Quântica Ltda,Paulo,Game Boy,38,79,3002, Mato Grosso do Sul (MS) ,2023-02-02,2023-02-21,Com Devolução
Rio de Janeiro,7130,Inovação Esfera Quântica Ltda,Paulo,XBOX ONE S,20,1499,29980, Acre (AC) ,2021-01-19,2021-02-09,Com Devolução
Rio de Janeiro,4696,Corporação TechVantage,Paulo,XBOX ONE S,13,1499,19487, São Paulo (SP) ,2021-03-05,,Sem Devolução
Parana,1456,Grupo Borda de Inovação Ltda,Henrique,Game Boy,25,79,1975, Mato Grosso do Sul (MS) ,2024-07-10,,Sem Devolução
Rio de Janeiro,4406,VisionáriaTech S.A,Maria,PlayStation 2,26,499,12974, Rio de Janeiro (RJ) ,2020-05-05,,Sem Devolução
Parana,9004,Empresa Visionária de Inovações S.A,João,Nintendo Wii,16,1699,27184, Roraima (RR) ,2021-01-16,,Sem Devolução
Parana,9695,Soluções Núcleo Quântico Ltda,João,XBOX ONE S,8,1499,11992, São Paulo (SP) ,2021-03-19,,Sem Devolução
São Paulo,9566,Soluções NovaTech S.A,Henrique,PlayStation 1,24,199,4776, Paraná (PR) ,2020-01-07,2020-01-23,Com Devolução
São Paulo,9801,Empresa Visionária de Inovações S.A,Paulo,PlayStation 2,31,499,15469, Rio Grande do Sul (RS) ,2020-04-16,2020-04-26,Com Devolução
Rio de Janeiro,9020,Tecnologias Impulso Quântico Ltda,Taize,Nintendo DS,8,389,3112, Mato Grosso do Sul (MS) ,2020-12-02,,Sem Devolução
São Paulo,8720,InovarHub S.A,Vanessa,XBOX 360,2,1299,2598, Santa Catarina (SC) ,2024-03-05,,Sem Devolução
Parana,7673,Indústrias ApexTech Ltda,Vanessa,XBOX 360,23,1299,29877, Acre (AC) ,2020-06-13,,Sem Devolução
Rio de Janeiro,8403,Empreendimentos NovaGenius Ltda,Henrique,XBOX 360,34,1299,44166, Maranhão (MA) ,2021-12-05,2021-12-08,Com Devolução
São Paulo,3834,InovarHub S.A,Paulo,PlayStation 4,32,1399,44768, Amazonas (AM) ,2021-09-01,2021-09-04,Com Devolução
Parana,1990,Sistemas Sinérgicos Ltda,Taize,PlayStation 1,6,199,1194, Amapá (AP) ,2023-01-10,,Sem Devolução
Parana,9645,Grupo Borda de Inovação Ltda,Paulo,XBOX ONE S,28,1499,41972, Rio de Janeiro (RJ) ,2021-01-04,,Sem Devolução
Rio de Janeiro,8958,Laboratórios InovateX Ltda,Vanessa,XBOX ONE S,32,1499,47968, Paraná (PR) ,2020-03-14,,Sem Devolução
São Paulo,1122,Sistemas Sinérgicos Ltda,Maria,PlayStation 2,15,499,7485, Alagoas (AL) ,2020-10-01,2020-10-22,Com Devolução
Parana,8450,Sistemas Sinérgicos Ltda,Vanessa,PlayStation 4,36,1399,50364, Amazonas (AM) ,2021-05-09,,Sem Devolução
Parana,9143,Empresa Visionária de Inovações S.A,Taize,PlayStation 2,12,499,5988, Piauí (PI) ,2020-09-05,2020-09-05,Com Devolução
Rio de Janeiro,2024,Tecnologias Ondas Futuras Ltda,João,Nintendo Wii,3,1699,5097, Ceará (CE) ,2022-11-25,2022-12-12,Com Devolução
Parana,6108,VisionáriaTech S.A,Vanessa,PlayStation 4,21,1399,29379, Rondônia (RO) ,2022-12-29,,Sem Devolução
Parana,4937,Laboratórios InovateX Ltda,Vanessa,XBOX 360,22,1299,28578, Goiás (GO) ,2021-02-27,,Sem Devolução
Rio de Janeiro,9767,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 4,36,1399,50364, Amapá (AP) ,2020-04-15,2020-04-19,Com Devolução
São Paulo,1295,Tecnologias Impulso Quântico Ltda,Paulo,XBOX ONE S,11,1499,16489, Alagoas (AL) ,2020-12-27,2021-01-11,Com Devolução
Rio de Janeiro,3739,Inovação Esfera Quântica Ltda,Vanessa,Game Boy,29,79,2291, Pará (PA) ,2024-05-02,,Sem Devolução
Parana,5343,Tecnologias Ondas Futuras Ltda,Paulo,Nintendo DS,3,389,1167, Pará (PA) ,2023-09-01,2023-09-22,Com Devolução
São Paulo,6316,Laboratórios InovateX Ltda,Vanessa,XBOX ONE S,8,1499,11992, Maranhão (MA) ,2021-05-03,,Sem Devolução
Rio de Janeiro,6975,Empresas Esfera de Sinergia Ltda,Maria,PlayStation 1,40,199,7960, Goiás (GO) ,2023-05-22,,Sem Devolução
São Paulo,4700,Corporação TechVantage,Henrique,Game Boy,28,79,2212, Rondônia (RO) ,2023-02-28,,Sem Devolução
Parana,7812,Soluções NovaTech S.A,Paulo,Game Boy,7,79,553, Piauí (PI) ,2020-11-08,,Sem Devolução
Rio de Janeiro,7925,Grupo Dinâmica Horizon Ltda,Vanessa,Nintendo DS,16,389,6224, Pará (PA) ,2024-12-06,,Sem Devolução
Rio de Janeiro,2194,Grupo Borda de Inovação Ltda,Taize,Nintendo DS,6,389,2334, Maranhão (MA) ,2022-12-17,,Sem Devolução
São Paulo,9498,Corporação NexusGen,Vanessa,Nintendo DS,39,389,15171, São Paulo (SP) ,2023-07-14,,Sem Devolução
São Paulo,9477,Soluções Núcleo Quântico Ltda,Maria,Game Boy,1,79,79, Amazonas (AM) ,2021-12-28,2022-01-09,Com Devolução
Rio de Janeiro,8503,InovarHub S.A,Paulo,PlayStation 1,36,199,7164, Distrito Federal (DF) ,2020-10-17,,Sem Devolução
Rio de Janeiro,2732,Empreendimentos NexusTech Ltda,Henrique,PlayStation 1,35,199,6965, Pernambuco (PE) ,2022-10-26,,Sem Devolução
Parana,3830,Laboratórios InovateX Ltda,Vanessa,PlayStation 1,29,199,5771, Maranhão (MA) ,2022-03-12,,Sem Devolução
Rio de Janeiro,4611,Soluções NovaTech S.A,Vanessa,PlayStation 2,23,499,11477, Minas Gerais (MG) ,2021-04-30,2021-05-02,Com Devolução
Parana,2160,Sistemas Sinérgicos Ltda,Henrique,Game Boy,24,79,1896, Distrito Federal (DF) ,2022-03-08,2022-03-31,Com Devolução
Parana,3258,Laboratórios InovateX Ltda,Maria,Nintendo DS,28,389,10892, Paraná (PR) ,2023-12-24,,Sem Devolução
Rio de Janeiro,4304,Corporação TechVantage,Paulo,Nintendo DS,3,389,1167, Rio de Janeiro (RJ) ,2023-01-05,2023-01-14,Com Devolução
Parana,4506,Empreendimentos NexusTech Ltda,Vanessa,XBOX 360,17,1299,22083, Piauí (PI) ,2023-10-20,,Sem Devolução
